publishedAt,authorDisplayName,textDisplay,likeCount
2024-05-06T13:18:05Z,@user-mr1xz6qj6x,"Kasus ini semakin lama terungkap kebenaran nya .....kasus bnyk rekayasa-rekayasa, dan campur tangan para oknum jendral / mafia hukum dan lain -lain , suaminya dan orang tua nya sangat patut penuh kejanggalan...... ingatlah hukum alam atau hukum karma dari tuhan yang maha esa itu pasti .....<br>Semoga Jessica segerah dibebaskan.....Aamiin",0
2024-05-03T15:55:15Z,@yudi8764,Si edi kompolnas ini ngomong putar putar artinya si edi ini gk ngerti jln nya kasus ini hnya modal katanya.,0
2024-04-30T20:06:51Z,@cliefevander2760,Saya tetap yakin Jessica lah pembunuhnya.hanya saja kasus ini dibuat atau diviralkan seakan akan ada kepentingan atau menarik keuntunga bagi pihak tertentu...! Tapi jngat Jessica ketika di Australia banyak melakukan kasus kejahatan walaupun bukan sebagai acuan tidak ada hubungannya dgn perkara hukum  kasus Jesica.mohon maaf kalau saya salah.saya hanya perpendapat Jessica lah pembunuhnya 🙏,0
2024-04-30T14:40:25Z,@MAGEOP-yq2qo,"Hayoo angkat lagi, bukan untuk membebaskan atau membenarkan jesika, tapi untuk membenahi kualitas hukum indonesia",0
2024-04-28T20:14:22Z,@watimadiun8483,EDI SOLIHIN NGEKEI SANGU JAKARTA BOGOR AKEH MEN.IKU KOE NYOGOK BLOK ED EDI SOLIHIN USUT TUNTAS SI EDI SOLIHIN SRNG NYOGOK P REZZA.UTEK CUONGOK KOE ED EDI SOLIHIN ONOK OPO KOE NYOGOK P REZZA.ED WAH KOE KETOK LEK MENUNGSO RUWET POOL 😂😂😂😂😂😂😂😂😂😂,0
2024-04-28T19:46:45Z,@watimadiun8483,ROI PANCI  SAMPEK SAIKI RUWET POOL 😂😂😂😂😂😂😂😂😂😂,0
2024-04-28T19:26:16Z,@watimadiun8483,KASUS PANCI TA MAS  SURYA 😂😂😂😂😂,0
2024-04-27T21:30:29Z,@junipakpahan8238,Roy suryo aja di pertontonkan moral gak punya,0
2024-04-27T21:25:43Z,@junipakpahan8238,Kenapalah ada surya panci ini <br><br>Lihat nya jijik,0
2024-04-27T21:23:41Z,@junipakpahan8238,Dari awal saya lebih curiga kepada bokapnya demi asuransi...buka kembali kasus ini,0
2024-04-22T18:26:58Z,@user-pw6dm3zq7e,Yang berkuasa d konoha itu bukan MK da hakim..tapi mafia..lo liat kasus kasus d 62 brp % keadilan yg ada d negri kita bobrok.. liat kasus2  dulu dan sekarang tentang Papua dan kasus skrg mslh pengusaha besar yg merasa tidak d untungkan skrg jadi tersangka..seorang pengusaha elit konglomerat saja d penjara klo berurusan dgn negara😅😂...mendingan ngopi aja kita mah rakyat kecil cuma boneka😂,0
2024-04-21T08:38:49Z,@idahmohd9811,Ini cerita dongeng berbelit belit...,0
2024-04-20T15:42:14Z,@julianasitumorang3691,Aku. Tak. Tau. Perjalanan  perkara  jesika. Ini. Baru. Baru. Ini. Aku. Baru. Tau  jadi. Aku. Ikuti  makaya. Varu. Tau,0
2024-04-19T05:53:27Z,@gusvhonk2297,ada roy suryo jadi gak asik nehhhh,0
2024-04-18T23:48:49Z,@tagoresitorus1091,Maju terus,0
2024-04-18T06:27:13Z,@user-fe3mc8hm4s,terlalu bnyak fitnah kok d angap biasa hbt btul org ini,0
2024-04-17T15:30:34Z,@rahmadseptiansamiadi4356,Ah paling males kalau ada &quot;tukikan&quot;...,0
2024-04-17T10:05:41Z,@snalpili2317,"Ada banyak KASUS di Negara ini yang diduga sengaja di REKAYASA, atl :<br>▪︎Kasus Kopi Sianida Jessica<br>▪︎Kasus Ansari Azhar Ketua KPK<br>▪︎Kasus Cicak &amp; Buaya<br>▪︎Kasus Novel Baswedan<br>▪︎Kasus KM 50 Disiksa &amp; ditembak nya 6 Laskar FPI.",0
2024-04-17T04:54:48Z,@bambangsupeno2790,"Tunjukkan Indonesia negara ber Keadilan dan ber Perikemanusiaan, tidak cuma hanya lambang saja !",0
2024-04-14T13:06:36Z,@user-hm8it7ft5o,"Diharapkan agar kasusnya dibuka lagi.krn yg dipertonton kan hanya drama,berdasarkan drama hukum org yg TDK bersalah",0
2024-04-13T16:03:41Z,@julianasitumorang3691,Ini. Kan. Suda. Jelas  keterangan  dokter. Ini. Jelas. Tidak. Ada. Racun  sihanida,0
2024-04-13T15:41:03Z,@julianasitumorang3691,Klo. Polisi. Yg. Jujur. Bisa. Kita. Percayai. Jaman. Wow. Ini. Polisi. Tak. Bisa. Kita. Percayai. Harus. Lengkap. Dengan. Buktinya. Apa. Semua. Bukti. Itu. Sudah di. Tangan. Polisi  itu,0
2024-04-13T15:35:17Z,@julianasitumorang3691,Yg. Membinggukan  masaan. Cuma  tangan. Yg. Di. Tunjukkan. Di. Situ. Aja. Aku. Melihat. Semua. Itu. Rekayasa  sisi Tv nya. Palsu,0
2024-04-13T15:23:24Z,@julianasitumorang3691,Coba. Kalian. Perlihatkan. Disitu  yg. Jesika. Yg. Menggaduk. Kopi. Itu,0
2024-04-13T15:20:19Z,@julianasitumorang3691,Masaan  cuma. Tanggan. Yg  di. Perlihatkan  itupun. Tidak. Jelas  klo. Disitudi. Kafe. Kafe. Lebi. Dari. Satu  itu. Semua. Permainan.  Mereka,0
2024-04-13T15:01:48Z,@julianasitumorang3691,Klo. Belum. Sadar  manusia. Yg menanggani. Kopi. Sihadidah. Jangan. Kita. Harap. Terungkap. Kasus. Itu. Masik. Manyak. Manusia. Serigala. Di. Belakang. Yg. Menanggani. Itu,0
2024-04-13T12:07:57Z,@StanisFz,"Sebaiknya semua penyidik polisi&#39; yang memeriksa Jesika dan juga pihak kejaksaan, diminta sumpah adat, dan apabila mereka benar-benar jujur maka mereka tidak kena sumpah adatnya tetapi apabila mereka benar-benar merekayasa kasus Jesika ini maka hukum adatnya mereka semuanya mati mendadak dan istri dan anak anak mereka juga mengalami hal yang sama dengan mereka",0
2024-04-13T06:39:50Z,@dennyny940,Saya sebagai rakyat mengharap kasus ini cepat terkuak..siapapun orangnya..,0
2024-04-12T05:24:04Z,@sebastianganggus1334,Apalagi Polisi yg terlihat terang saat kasus Jesica adalah Krisna Mukti dan Ferdi Sambo 😅😅😅,0
2024-04-11T15:07:46Z,@IyangWijaya-el9fo,saya ga mau bilang APAKAH JESSICA SALAH ATAU BENAR...<br>Yang SAYA MAU BILANG DI MANA KEADILAN DN KEBENARAN YG SEBENARNYA KALO HUKUM DI INDONESIA SEPERTI INI KEDEPANNYA,0
2024-04-11T15:02:22Z,@IyangWijaya-el9fo,"Hardisk aslinya mana yang di dalam DVR cctv....,kalo yang di tampilkan YG DI FLASHDISK itu ga asli bisa di edit dan di buang gambar yang ga perlu di tampilkan atau di tambahkan gambar yang editan baru..maka itu suatu KEJANGGALAN..<br>dan juga SIAPA ORANG YANG MENYALIN HASIL REKAMAN NYA DAN HARUS DI PERTANYAKAN",0
2024-04-11T05:09:37Z,@murhanbangun8868,Hukum di Indonesia suda gk bisa lagi membidik pelaku kriminal sebab mafia hukum dn begal hukum di indo tmbuh berkembang suda br akar yg akibatnx tdk ber keadilan semoga Jesica sehat selalu dn di bebaskn se cepatnx,0
2024-04-10T17:13:16Z,@aikorichialbantani4976,"Kalau menurut saya yg awam ilmu hukum dan ilmu kedokteran,, kematian Mirna diduga diracun menggunakan sianida,, jadi seharusnya keterangan ahli yg harus diutamakan adalah keterangan dari ahli forensik atau ahli kimia/racun/sianida bukannya malahan keterangan dari ahli telematika/digital forensik ataupun keterangan ahli hukum🤔,, kecuali kalau Jesika membunuh Mirna menggunakan senjata tajam atau senjata api barulah bukti cctv yg diutamakan,, Polisi, jaksa dan Hakim digaji Negara tinggi2 kok cara kerjanya sedangkal ini🤦🏻‍♂️",0
2024-04-08T22:54:05Z,@user-sx6mx5gi5h,"Ayah Mirna pelakunya,,,jangan kamu lihat cctv palsu itu.",0
2024-04-08T10:02:16Z,@kusnianto4900,Ini roy suryo bisa d adu kemampuan ilmu it nya dg bang resmon....keliatan roy takut krn ahlinya jaksa polisi.... ketakutannya krn polisi sj dia itu,0
2024-04-07T07:46:29Z,@user-cu6hs5mj3v,Bebas kan jessika wongso,0
2024-04-07T06:50:51Z,@liandrewvanharling4556,Dri sini kita bisa melihat dari pihak kepolisian mulai melempar &quot;batu&quot; untuk pihak kejasaan,0
2024-04-06T17:44:11Z,@user-sx6mx5gi5h,Semua perbuatan alat tambahan manusia di tolak oleh pembetulan compiuter degitalisasi teknologi.,0
2024-04-03T16:45:09Z,@user-cu6hs5mj3v,"Semoga harapan kita di utamakan tuhan amiinn ya robbal alamiinn, jesika yang tidak bersalah di bebas kan",0
2024-04-02T05:42:01Z,@Sunyosinyo212,"Pengacara terkenal Hotman Paris, Pengacara Otto H, Ahli visum Dr.Djaja, +++ masyarakat  Indonesia bahwa sependapat Jessica tidak bersalah... Tapi tetap aja ga bisa membantu Jessica yg ga bersalah, satu2nya harapan terakhir adalah doa kepada Tuhan Yang Maha Esa... Semoga pelaku yang sesungguhnya dan para kroni2nya bisa terbongkar..., <br> <br>orang2 yg level menengah keatas aja bisa diatur salah benarnya yah, apalagi ane  yg cuman rakyat jelata... Iblis Berbulu Manusia Kejam Sekali😊😊😊 <br> <br>Ane mau baperin dulu kasus Jessica,yg 271trilyun lewatin aja daghhh ane udah bisa nebak kelanjutannya pegimana hehehe... <br>  <br> <br>DIKONOHA UANG VS ORANG JUJUR..... MENANG UANG DONNNKKK<br> <br> ⬆️⬆️⬆️_🆙🆙🆙_⬆️⬆️⬆️",0
2024-03-29T16:25:31Z,@WiwinWin-xp6wx,Roy  kamu  tau  kau biang kerok masalah jesika.masa orang mau racung orang harus berhadapan itu  karna uang.kau tau  jesika tidak tau yg namanya  sianida.roy kau  dan prof edi    seperti udang dan kepiting beegitu kenl api sa ma sama merah putar  bale  parlente kau roy,0
2024-03-29T16:12:33Z,@WiwinWin-xp6wx,Roy kau siap ganti jesika 7 thn  kau giring para ahli percaya  bicara mu.ei roy   kau dsuda sala tingka  karna kau  di bayar,0
2024-03-29T16:03:55Z,@WiwinWin-xp6wx,Roi kenapa kau takut sama bang rismon.terus kau  muberbohong apa lagi.hei roy kau siap masuk penjara.kau  ada  dimana  awas  bila kau  ketemu rismon...roy stop stopstop berbohong,0
2024-03-27T14:51:00Z,@EkoPrasetyo-vm2my,Mo nnya knp krisna murti nya ga di undang jg ya? Kan biar lebih jelas,0
2024-03-26T14:57:39Z,@umihjnurra5809,Ya ungkap kembali keadilan tetep harus di tegakkan,0
2024-03-25T10:32:31Z,@Adrian123-uv9js,"Butuh berapa lama reaksi racun bekerja pada tubuh seseorang hingga meninggal, dan berap lama jessica cs duduk di meja hidang,",0
2024-03-24T21:18:31Z,@dewabuana9128,Masyarakat ingin kasus jessica diungkap kembali demi keadilan hukum,0
2024-03-24T18:33:56Z,@helmybalweel782,Terlanjur bnyak yg akan JATUH jika kebenaran TERUNGKAP .. 😊<br><br>KAMI MENUNGGU KARMA😊😊<br><br>WE LOVE U CICI JES❤❤,1
2024-03-24T14:05:05Z,@freddyyudianto2027,Kompolnas tidak tahu HUKUM ? Sidang saja menyatkan tidak ada OTOPSI tapi kompolnas mengatakan  ada otopsi ? Kasus sudah 8 tahun loh.,0
2024-03-24T13:45:23Z,@freddyyudianto2027,Bagaimana gambar yang menampilkan gambar dari jauh (sudah di-zoom leibh kecil) tapi lebih buram dibanding yang tangan yang di-zoom lebih besar ?,0
2024-03-24T13:40:08Z,@freddyyudianto2027,"GRASI ? gak bisa AMESTI ? Bagaimana pengadilan beleh men-vonis terdakwa membunuh dengan SIANIDA tapi tidak bisa membuktikan SEBAB KEMATIAN secara sah dan menyakinkan, yaitu tanpa otopsi dan dari 8 ahli toksikologi forensik ada 4 yang YAKIN SEBAB KEMATIAN bukan karena SIANIDA.",0
2024-03-24T13:35:31Z,@freddyyudianto2027,Edie bisa mendapatan dari ?,0
2024-03-24T13:28:42Z,@freddyyudianto2027,RS yang dipertanyakan kenapa sebelum di-zoom dilakukan penurunan resolusi ? Bukan masalah crop saja.,0
2024-03-22T17:47:33Z,@ahmadnasrullah9172,Pembawa acara bijaklah merangkai kata jaga perasaan netizen yg semakin kritis soal  kasus  jessica,0
2024-03-21T16:46:46Z,@harigemeng9773,"Roy Suryo....pakar abal2, byk pengamatannya yg slh. Beda jauh kompetensinya ma abah apalagi ma bang Rismon",0
2024-03-21T02:06:33Z,@marthakobol9036,Knp Jessica di hukum sementara di cctv ada empat orang n tangan nya kosong,0
2024-03-21T01:49:52Z,@marthakobol9036,Kosong tangannya tak pegang apapa,0
2024-03-20T13:22:45Z,@RidwanWan-qn5cq,Assalamualaikum. Mohon pak presiden pak jokowi bebaskan jessica dia bukan pelakunya,0
2024-03-20T13:19:40Z,@RidwanWan-qn5cq,Jessica bukan pelakunya segera bebaskan jangan hanya debat suara-suara saja,0
2024-03-18T12:38:56Z,@user-fp5in2xp3b,Jangan dihargai hakim yg dalah,0
2024-03-18T06:34:11Z,@user-yr7ip9pl3v,"Aku yakin di dalam kasus ini bayak korup, yang takut apabila kasus ini di bukak,,jelas di dalam badan mirna gak ada sianida kok masih bersalah,hukum apaan ini",0
2024-03-18T03:56:12Z,@aswahidkhan7158,"sangat gak enak kalo roi panci jadi saksi ahli,   apa gak ada yg lain ... ?",0
2024-03-17T07:23:34Z,@AdiDi-qe9sh,"Astaga Reza sampai di masukkan uang ke tasnya terkait kasus ini,siapa ya itu?",0
2024-03-17T07:07:58Z,@AdiDi-qe9sh,"Roy Suryo dan dedi Hasibuan hanya mengira ngira, tanpa bukti yang jelas, dan terlau percaya dengan CVTV yang sudah direkayasa sedang DVAR kosong berarti ada manifulasi",0
2024-03-17T06:55:46Z,@AdiDi-qe9sh,"Untuk mendapatkan gratifikasi bebas ke presiden Jesica Iskandar harus mengakuii bahwa dirinya salah. Ini memang berat buat Jessica Iskandar harus mengakuti kesalahan yang tidak pernah dilakukannya, namun daripada harus mendekam dipenjara selama 20 tahun. Lebih baik bagaimana",0
2024-03-17T06:26:59Z,@user-cx4dc8uv4w,Apa dtnya apa jawaban 😅😅😅,0
2024-03-17T06:25:52Z,@user-cx4dc8uv4w,"Ini ni mulai, roi 😅😅😅",0
2024-03-17T02:39:41Z,@WelllemMaringka,"saya   malas   dengarkan    roy   suryo,      tv  one   seperti    tidak   ada   narasumber    lain    yang   capable    saja",1
2024-03-16T21:06:31Z,@fery0282,roy suryo ngapa ngomong nyerocos gak karuan tapi omongannya itu gak punya nilai.,0
2024-03-16T15:58:50Z,@muhammadronaldsiagian9864,"37 bukti rekayasa cctv dibongkar dan dikupas secara ilmiah kok sekarang manusia2 yg merasa ahli diam saja , roy suryo ahli segala ilmu pengetahuan terimah donk tantangan pak rismon S untuk debat ilmiah di media soal rekayasa dan manipulasi bukti pengadilan, jgn berani merendahkan dan menertawakan org yg ahli dibidang ke ilmuannya, statemen yg konyol dan meyesatkan masyarakat yg keluar dari mulut anda roy  !",0
2024-03-16T14:40:23Z,@bangtoyat1647,padahal intinya no otopsi no crime,0
2024-03-16T12:25:54Z,@AviChen-gx6no,"Viral ga guna cuma buat carper kalo ga di usut tuntas,macam kerusuhan mei,siapa yg usut tuntas mei 98 🤣 keadilan?🤣🐂 shit 🤣",0
2024-03-15T20:53:33Z,@nurramdhan3091,Ini abi mayu baru orng yg benar pendapatnya...,0
2024-03-15T20:50:53Z,@nurramdhan3091,"Roi suryo, klu ngak salah sdh kena kasus korupsi, bs di percaya ndak kesaksian nya akurat atau kesaksian nya karena uang? Perlu kita pertanyakan ini....",0
2024-03-15T17:25:45Z,@nonLatu,"Mas Roy ,Logika beda dengan realita",0
2024-03-15T17:24:23Z,@user-fp5in2xp3b,Dapat bagian berapa pak ROI soryo ini,0
2024-03-15T17:16:31Z,@user-fp5in2xp3b,ROI soryo ini akan dapat karma dari jesica,0
2024-03-15T17:11:14Z,@user-fp5in2xp3b,Jangan dihargai pengadilan sesat ini,0
2024-03-15T13:49:41Z,@wasishadiwiratno,Semoga kak jessica kumala wongso di beri kesehatan panjang umur murah rezeki,0
2024-03-15T10:35:45Z,@srimuhayati4305,Dulu Rais soryo teriak teriak,0
2024-03-15T10:33:16Z,@srimuhayati4305,Jesica di korban Ken semua rakyat tau,0
2024-03-15T05:36:11Z,@edensimarmata8083,Tuntaskan dengan baik,0
2024-03-15T05:11:05Z,@user-ht4zc7hv7u,"Polisi ,jaksa,hakim dan para ahli,, semua mereka itu tamatan SD,lebih bagus kasus nya d ungkap lagi ama keluarga jesika atau pak oto hasibuan,,biar mereka2 yg nangani kasus nya apa lagi suami dan ayah nya mirna itu masuk buih,,,",0
2024-03-14T20:37:03Z,@tetinurhayati7477,Gilliran  c hani nekam di pnjara biar ngerasain .,0
2024-03-14T18:49:55Z,@muhammadolii8876,waktu akan membuktikan kwalitas seorang roy suryo,0
2024-03-14T14:11:56Z,@user-fp5in2xp3b,Apakah hakim tak pernah  salah nanti kena karma lo,0
2024-03-14T13:19:12Z,@user-fp5in2xp3b,ROI soryo na.nti kena karma dari jesica,0
2024-03-14T13:10:12Z,@user-fp5in2xp3b,ROI soryo akan mengganti jesica dipenjara karena karma dari jesica,0
2024-03-14T12:37:15Z,@SuryadiDiris-qs9pb,Sianida sebenarnya &quot;Doktrin&quot; yaitu bahan yang dibutuhkan untuk Festa dan dimasak oleh JPU kemudian diantar ke Ketua majelis selanjutnya dihidangkan untuk Jessika tapi tidak mati katanya Three Four zero.,0
2024-03-14T02:23:40Z,@tanjungsitanggang6246,"Aneh... apa cafe oliver itu dibawah penguasaan jesica, sampai sampai CCTV nya tidak jelas gambarnya?",0
2024-03-12T23:45:08Z,@endangdewi5456,Klau betul2 jessica tdk bersala.bpk2 ini yg ngarang2 sehingga jessica sampai 7 thn di hukum. Tidak akan selamat se umur hidup nya..,0
2024-03-12T13:27:58Z,@ramahasan2744,Waduuuhhhhh ..prof .panci ..klo gk tau y g sebenarnya kejadian itu ..jgn sok tau prof.bodoh nyanyi lagu kebangsaan aja gk tau ..kok jd saksi ...dasar mulut comberan ....😂😢😮😅😊,0
2024-03-12T07:19:51Z,@mariamagdalena6846,Suryo merekayasa computer,0
2024-03-12T07:18:31Z,@mariamagdalena6846,R suryo byk bacot &amp; hoby fitnah,0
2024-03-12T06:22:35Z,@sydneysalvador5259,Harus di buka ulang…. Ada sesuatu yg Aneh  dalam sidang …. Barang bukti tak semua di dapat…. Buka kasus ini demi menjaga nama hukum di Indonesia ….,0
2024-03-11T14:51:53Z,@herlindadasril3268,"Inilah beda hukum Barat yg mengacu pd delik (kesalahan yg disengaja atau tdk). Hukum Islam mengacu kepada Uzur (hal yg meringankan). <br><br>Dlm hukum Islam, lebih baik kita salah tidak menghukum org yg bersalah (Krn ada hukum akhirat yg siapapun tdk akan lolos dr hukuman), drpd kita salah menghukum org yg tdk bersalah.<br><br>Sbg contoh :<br>Mencuri dlm hukum barat, akan dicari delik, hal yg memberatkan.<br><br>Dlm hukum Islam, dicari uzur nya. Jika mencuri karena ada klga yg gak mkn, ada yg sakit. Ada warga negara yg terpaksa mencuri karena tdk ada uang, dlm hal ini, NEGARA YANG SALAH.",1
2024-03-10T16:47:39Z,@cimolgoreng877,skrg gmna udh 5 bulan ga ada kelanjutan,0
2024-03-10T13:11:11Z,@petanimudaindonesia3922,Pengen nendang muka Roy suryo,1
2024-03-09T14:54:14Z,@kenjikohlee3766,"Bung Jonson anda kasihan sekali ya gak paham tentang forensik digital  ,,tapi anda masih lagi keras kepala padahal anda gak paham",0
2024-03-09T14:44:48Z,@kenjikohlee3766,"BG Jonson anda ini keliru sekali ,, otopsi itu hak penyidik bukan keluarga ,,anda kok bisa muncul di TV dengan sedikit Ilmu pengetahuan otopsi ,,kasihan ya",0
2024-03-09T14:42:39Z,@kenjikohlee3766,"Mantan kompolnas bicara punya fakta apa data ,anda bicara beberapa sebelum kejadian Jesica hadir di coffe olivier,anda kan cuman dengar dari prof Edy ..sedangkan prof Edy SDH meminta maaf atas pernyataan nya",0
2024-03-09T14:40:23Z,@kenjikohlee3766,"Bung Roy CCTV yg kamu lihat itu jelas gak ,,, kamu kan bilang mungkin memindahkan Paper back ,, kasihan kamu ya bung Roy melihat CCTV yg SDH di rekayasa terus anda seperti org paling ahli",0
2024-03-09T10:28:39Z,@rutheredenharyo7355,Jessica tdk bisa berbohong LG sebab bahasa tubuhnya kelihatan dgn jelas meracuni Mirna......gatal 2 tangan nya garu2 kena racun yang keras Sianida..   patutlah terima hukuman mati.....dan pengacara yang gak jelas.  Katanya Rangga di bayar meracuni Mirna....dan balik lg mati bukan racun....😁,0
2024-03-09T10:02:21Z,@rutheredenharyo7355,Jessica tdk bisa berbohong LG sebab bahasa tubuhnya kelihatan dgn jelas meracuni Mirna..dgn jelas selalu menjauh dari korban....bukan Nya menolong...,0
2024-03-09T10:01:37Z,@user-er5ks6rx4n,"Roy ...asli gimana <br>Semua itu editan ...kerjaan anak SD Roy pk aplikasi abal2<br>Lu gk ada apa2nya sama Rismon ..ente abal2. Ayo uji nyali sama Rismon jgn seolah olah ente ahli ... kan jelas hasilnya pengurangan pengurangan frame ..ente gak pinter.<br>Rismon menangani hal2 spt ini udah pengalaman 30 thn.<br>Diajak adu skill ngacir ... cobgor <a href=""https://www.youtube.com/watch?v=alOOanmcVVc&amp;t=636"">10:36</a>",0
2024-03-08T21:56:21Z,@jomisniper1823,Yg di pertanyakan ini org kompolnas kok aneh yah...,0
2024-03-07T16:11:49Z,@Kurniayshua,Presiden HARUS beri grasi atas kasus ini,0
2024-03-07T16:08:11Z,@Kurniayshua,"roy suryo itu ahli yg gak berkualitas blasss, jd males liat video ini, bah.",0
2024-03-05T19:05:08Z,@apa-2boleh40,Undang2 di indonesia gak tegas. Kalau tegas pasti akan tahu penyebab kematian. Bolehkah sianida diletak semasa pengambilan sampel? Kalau boleh itu harus di selidik.,0
2024-03-04T16:55:55Z,@johnpaulqku,Direktur eksekutif kok ngomongnya ngawur ky anak SD,0
2024-03-03T10:03:51Z,@lycerisrico8943,"Si Edi Kompolnas ini juga gokil 😂. Bukti blm jelas, CCTV gk jelas, otopsi gk sesuai SOP atau bisa dikatakan TIDAK DILAKUKAN, malah langsung kebelet loncat ke penangkapan.",0
2024-03-03T10:00:02Z,@lycerisrico8943,"Saran juga buat si mbak host, kalo tanya jgn terkesan memojokkan, dan jgn memotong pembicaraan narasumber, malah terkesan tidak profesional",0
2024-03-03T09:34:38Z,@lycerisrico8943,"Aduh, si Roy Suryo ini gelar ahli multimedia atau ahli spekulasi gerak-gerik. Gokil sebenernya liat pernyataan dia 😂. Yg ditanya &quot;apakah si J bener2 memasukkan sianida dan terlihat dari CCTV?&quot;, jawabannya muter2 ke spekulasi gerak-gerik si J. <br><br>Dari CCTV emang bener si J juga melakukan gerak-gerik (ya kali orang idup gk gerak), tapi masih gk jelas tuh dia memasukkan sianida ke kopi atau kgk. Gerakan2 tangan juga blm tentu dia menuangkan/memasukkan sesuatu.",0
